"CUSIP","Security Type","Security Term","Auction Date","Issue Date","Maturity Date","Price per $100","Interest Payment Frequency","Interest Rate"
"912827LU4","Note","2-Year","04/22/1981","04/30/1981","04/30/1983","","Semi-Annual","14.500%"
"9127937M2","Bill","13-Week","04/20/1981","04/23/1981","07/23/1981","","",""
"9127937X8","Bill","26-Week","04/20/1981","04/23/1981","10/22/1981","","",""
"9127937G5","Bill","52-Week","04/16/1981","04/23/1981","04/22/1982","","",""
"9127936W1","Bill","13-Week","04/13/1981","04/16/1981","07/16/1981","","",""
"9127937W0","Bill","26-Week","04/13/1981","04/16/1981","10/15/1981","","",""
"9127937L4","Bill","13-Week","04/06/1981","04/09/1981","07/09/1981","","",""
"9127936Z4","Bill","26-Week","04/06/1981","04/09/1981","10/08/1981","","",""
"912827LT7","Note","7-Year","03/31/1981","04/06/1981","04/15/1988","","Semi-Annual","13.250%"
"9127937K6","Bill","13-Week","03/30/1981","04/02/1981","07/02/1981","","",""
"9127937V2","Bill","26-Week","03/30/1981","04/02/1981","10/01/1981","","",""
"912810CU0","Bond","20-Year 1-Month","03/26/1981","04/02/1981","05/15/2001","","Semi-Annual","13.125%"
"9127936A9","Bill","22-Day","03/25/1981","04/01/1981","04/23/1981","","",""
"912827LS9","Note","4-Year","03/24/1981","03/31/1981","03/31/1985","","Semi-Annual","13.375%"
"9127936V3","Bill","13-Week","03/23/1981","03/26/1981","06/25/1981","","",""
"9127937U4","Bill","26-Week","03/23/1981","03/26/1981","09/24/1981","","",""
"9127938H2","Bill","52-Week","03/19/1981","03/26/1981","03/25/1982","","",""
"912827LR1","Note","2-Year","03/18/1981","03/31/1981","03/31/1983","","Semi-Annual","12.625%"
"9127936C5","Bill","13-Week","03/16/1981","03/19/1981","06/18/1981","","",""
"9127937T7","Bill","26-Week","03/16/1981","03/19/1981","09/17/1981","","",""
"9127936U5","Bill","13-Week","03/09/1981","03/12/1981","06/11/1981","","",""
"9127936Y7","Bill","26-Week","03/09/1981","03/12/1981","09/10/1981","","",""
"9127936N1","Bill","38-Day","03/04/1981","03/09/1981","04/16/1981","","",""
"9127936T8","Bill","13-Week","03/02/1981","03/05/1981","06/04/1981","","",""
"9127937S9","Bill","26-Week","03/02/1981","03/05/1981","09/03/1981","","",""
"912827LQ3","Note","5-Year 2-Month","02/26/1981","03/04/1981","05/15/1986","","Semi-Annual","13.750%"
"912827LP5","Note","2-Year","02/24/1981","03/02/1981","02/28/1983","","Semi-Annual","13.875%"
"9127936S0","Bill","13-Week","02/23/1981","02/26/1981","05/28/1981","","",""
"9127937R1","Bill","26-Week","02/23/1981","02/26/1981","08/27/1981","","",""
"9127938G4","Bill","52-Week","02/19/1981","02/26/1981","02/25/1982","","",""
"9127936C5","Bill","114-Day","02/18/1981","02/24/1981","06/18/1981","","",""
"9127936B7","Bill","13-Week","02/13/1981","02/19/1981","05/21/1981","","",""
"9127937Q3","Bill","26-Week","02/13/1981","02/19/1981","08/20/1981","","",""
"9127936R2","Bill","13-Week","02/09/1981","02/12/1981","05/14/1981","","",""
"9127936X9","Bill","26-Week","02/09/1981","02/12/1981","08/13/1981","","",""
"912810CS5","Bond","29-Year 9-Month","02/05/1981","02/17/1981","11/15/2010","","Semi-Annual","12.750%"
"912827LF7","Note","9-Year 9-Month","02/04/1981","02/17/1981","11/15/1990","","Semi-Annual","13.000%"
"912827LN0","Note","3-Year 6-Month","02/03/1981","02/17/1981","08/15/1984","","Semi-Annual","13.250%"
"9127936Q4","Bill","13-Week","02/02/1981","02/05/1981","05/07/1981","","",""
"9127937P5","Bill","26-Week","02/02/1981","02/05/1981","08/06/1981","","",""
"9127936P6","Bill","13-Week","01/26/1981","01/29/1981","04/30/1981","","",""
"9127937N0","Bill","26-Week","01/26/1981","01/29/1981","07/30/1981","","",""
"9127937F7","Bill","52-Week","01/22/1981","01/29/1981","01/28/1982","","",""
"912827LM2","Note","2-Year","01/21/1981","02/02/1981","01/31/1983","","Semi-Annual","13.625%"
"9127936A9","Bill","13-Week","01/19/1981","01/22/1981","04/23/1981","","",""
"9127937M2","Bill","26-Week","01/19/1981","01/22/1981","07/23/1981","","",""
"9127936N1","Bill","13-Week","01/12/1981","01/15/1981","04/16/1981","","",""
"9127936W1","Bill","26-Week","01/12/1981","01/15/1981","07/16/1981","","",""
"912810CT3","Bond","20-Year 1-Month","01/06/1981","01/12/1981","02/15/2001","","Semi-Annual","11.750%"
"9127936M3","Bill","13-Week","01/05/1981","01/08/1981","04/09/1981","","",""
"9127937L4","Bill","26-Week","01/05/1981","01/08/1981","07/09/1981","","",""
"9127936D3","Bill","16-Day","12/30/1980","01/06/1981","01/22/1981","","",""
"912827LL4","Note","7-Year","12/30/1980","01/05/1981","01/15/1988","","Semi-Annual","12.375%"
"9127936L5","Bill","13-Week","12/29/1980","01/02/1981","04/02/1981","","",""
"9127937K6","Bill","26-Week","12/29/1980","01/02/1981","07/02/1981","","",""
"9127938F6","Bill","52-Week","12/23/1980","01/02/1981","12/31/1981","","",""
"9127936P6","Bill","120-Day","12/23/1980","12/31/1980","04/30/1981","","",""
"9127935Z5","Bill","13-Week","12/22/1980","12/26/1980","03/26/1981","","",""
"9127936V3","Bill","26-Week","12/22/1980","12/26/1980","06/25/1981","","",""
"912827LK6","Note","4-Year","12/18/1980","12/31/1980","12/31/1984","","Semi-Annual","14.000%"
"912827LJ9","Note","2-Year","12/16/1980","12/31/1980","12/31/1982","","Semi-Annual","15.125%"
"9127936K7","Bill","13-Week","12/15/1980","12/18/1980","03/19/1981","","",""
"9127936C5","Bill","26-Week","12/15/1980","12/18/1980","06/18/1981","","",""
"9127936J0","Bill","13-Week","12/08/1980","12/11/1980","03/12/1981","","",""
"9127936U5","Bill","26-Week","12/08/1980","12/11/1980","06/11/1981","","",""
"912827LH3","Note","5-Year 2-Month","12/03/1980","12/08/1980","02/15/1986","","Semi-Annual","13.500%"
"9127936A9","Bill","141-Day","12/02/1980","12/03/1980","04/23/1981","","",""
"9127936H4","Bill","13-Week","12/01/1980","12/04/1980","03/05/1981","","",""
"9127936T8","Bill","26-Week","12/01/1980","12/04/1980","06/04/1981","","",""
"9127937B6","Bill","52-Week","11/26/1980","12/04/1980","12/03/1981","","",""
"912827LG5","Note","2-Year","11/25/1980","12/01/1980","11/30/1982","","Semi-Annual","13.875%"
"9127935Y8","Bill","13-Week","11/24/1980","11/28/1980","02/26/1981","","",""
"9127936S0","Bill","26-Week","11/24/1980","11/28/1980","05/28/1981","","",""
"9127936G6","Bill","13-Week","11/17/1980","11/20/1980","02/19/1981","","",""
"9127936B7","Bill","26-Week","11/17/1980","11/20/1980","05/21/1981","","",""
"9127937E0","Bill","44-Day","11/12/1980","11/17/1980","12/31/1980","","",""
"9127936F8","Bill","13-Week","11/10/1980","11/13/1980","02/12/1981","","",""
"9127936R2","Bill","26-Week","11/10/1980","11/13/1980","05/14/1981","","",""
"912810CS5","Bond","30-Year","11/07/1980","11/17/1980","11/15/2010","","Semi-Annual","12.750%"
"912827LF7","Note","10-Year","11/06/1980","11/17/1980","11/15/1990","","Semi-Annual","13.000%"
"912827LE0","Note","3-Year 6-Month","11/05/1980","11/17/1980","05/15/1984","","Semi-Annual","13.250%"
"9127936E1","Bill","13-Week","11/03/1980","11/06/1980","02/05/1981","","",""
"9127936Q4","Bill","26-Week","11/03/1980","11/06/1980","05/07/1981","","",""
"9127937A8","Bill","52-Week","10/30/1980","11/06/1980","11/05/1981","","",""
"9127935X0","Bill","13-Week","10/27/1980","10/30/1980","01/29/1981","","",""
"9127936P6","Bill","26-Week","10/27/1980","10/30/1980","04/30/1981","","",""
"912827LD2","Note","2-Year","10/22/1980","10/31/1980","10/31/1982","","Semi-Annual","12.125%"
"9127936D3","Bill","13-Week","10/20/1980","10/23/1980","01/22/1981","","",""
"9127936A9","Bill","26-Week","10/20/1980","10/23/1980","04/23/1981","","",""
"9127935V4","Bill","13-Week","10/10/1980","10/16/1980","01/15/1981","","",""
"9127936N1","Bill","26-Week","10/10/1980","10/16/1980","04/16/1981","","",""
"9127936Z4","Bill","52-Week","10/08/1980","10/14/1980","10/08/1981","","",""
"912810CR7","Bond","15-Year 1-Month","10/07/1980","10/14/1980","11/15/1995","","Semi-Annual","11.500%"
"9127935U6","Bill","13-Week","10/06/1980","10/09/1980","01/08/1981","","",""
"9127936M3","Bill","26-Week","10/06/1980","10/09/1980","04/09/1981","","",""
"9127935W2","Bill","13-Week","09/29/1980","10/02/1980","01/02/1981","","",""
"9127936L5","Bill","26-Week","09/29/1980","10/02/1980","04/02/1981","","",""
"912827LC4","Note","4-Year","09/23/1980","09/30/1980","09/30/1984","","Semi-Annual","12.125%"
"9127935T9","Bill","13-Week","09/22/1980","09/25/1980","12/26/1980","","",""
"9127935Z5","Bill","26-Week","09/22/1980","09/25/1980","03/26/1981","","",""
"912827LB6","Note","2-Year","09/18/1980","09/30/1980","09/30/1982","","Semi-Annual","11.875%"
"9127935S1","Bill","13-Week","09/15/1980","09/18/1980","12/18/1980","","",""
"9127936K7","Bill","26-Week","09/15/1980","09/18/1980","03/19/1981","","",""
"9127936Y7","Bill","52-Week","09/10/1980","09/16/1980","09/10/1981","","",""
"9127935R3","Bill","13-Week","09/08/1980","09/11/1980","12/11/1980","","",""
"9127936J0","Bill","26-Week","09/08/1980","09/11/1980","03/12/1981","","",""
"9127934S2","Bill","13-Week","08/29/1980","09/04/1980","12/04/1980","","",""
"9127936H4","Bill","26-Week","08/29/1980","09/04/1980","03/05/1981","","",""
"912827LA8","Note","5-Year 2-Month","08/27/1980","09/03/1980","11/15/1985","","Semi-Annual","11.750%"
"9127935Q5","Bill","13-Week","08/25/1980","08/28/1980","11/28/1980","","",""
"9127935Y8","Bill","26-Week","08/25/1980","08/28/1980","02/26/1981","","",""
"912827KZ4","Note","2-Year","08/20/1980","09/02/1980","08/31/1982","","Semi-Annual","11.125%"
"9127935P7","Bill","13-Week","08/18/1980","08/21/1980","11/20/1980","","",""
"9127936G6","Bill","26-Week","08/18/1980","08/21/1980","02/19/1981","","",""
"9127936X9","Bill","52-Week","08/13/1980","08/19/1980","08/13/1981","","",""
"9127935N2","Bill","13-Week","08/11/1980","08/14/1980","11/13/1980","","",""
"9127936F8","Bill","26-Week","08/11/1980","08/14/1980","02/12/1981","","",""
"912810CK2","Bond","29-Year 3-Month","08/07/1980","08/15/1980","11/15/2009","","Semi-Annual","10.375%"
"912827KY7","Note","10-Year","08/06/1980","08/15/1980","08/15/1990","","Semi-Annual","10.750%"
"912827KX9","Note","3-Year 3-Month","08/05/1980","08/15/1980","11/15/1983","","Semi-Annual","9.875%"
"9127934R4","Bill","13-Week","08/04/1980","08/07/1980","11/06/1980","","",""
"9127936E1","Bill","26-Week","08/04/1980","08/07/1980","02/05/1981","","",""
"9127934P8","Bill","43-Day","07/29/1980","08/04/1980","09/16/1980","","",""
"9127935M4","Bill","13-Week","07/28/1980","07/31/1980","10/30/1980","","",""
"9127935X0","Bill","26-Week","07/28/1980","07/31/1980","01/29/1981","","",""
"912827KW1","Note","2-Year","07/23/1980","07/31/1980","07/31/1982","","Semi-Annual","8.875%"
"9127935L6","Bill","13-Week","07/21/1980","07/24/1980","10/23/1980","","",""
"9127936D3","Bill","26-Week","07/21/1980","07/24/1980","01/22/1981","","",""
"9127936W1","Bill","52-Week","07/16/1980","07/22/1980","07/16/1981","","",""
"9127935K8","Bill","13-Week","07/14/1980","07/17/1980","10/16/1980","","",""
"9127935V4","Bill","26-Week","07/14/1980","07/17/1980","01/15/1981","","",""
"9127935J1","Bill","13-Week","07/07/1980","07/10/1980","10/09/1980","","",""
"9127935U6","Bill","26-Week","07/07/1980","07/10/1980","01/08/1981","","",""
"912810CQ9","Bond","14-Year 10-Month","07/02/1980","07/09/1980","05/15/1995","","Semi-Annual","10.375%"
"9127935H5","Bill","13-Week","06/30/1980","07/03/1980","10/02/1980","","",""
"9127935W2","Bill","26-Week","06/30/1980","07/03/1980","01/02/1981","","",""
"912827KV3","Note","4-Year","06/24/1980","06/30/1980","06/30/1984","","Semi-Annual","8.875%"
"9127935G7","Bill","13-Week","06/23/1980","06/26/1980","09/25/1980","","",""
"9127935T9","Bill","26-Week","06/23/1980","06/26/1980","12/26/1980","","",""
"912827KU5","Note","2-Year","06/19/1980","06/30/1980","06/30/1982","","Semi-Annual","8.625%"
"9127936C5","Bill","52-Week","06/18/1980","06/24/1980","06/18/1981","","",""
"9127935F9","Bill","13-Week","06/16/1980","06/19/1980","09/18/1980","","",""
"9127935S1","Bill","26-Week","06/16/1980","06/19/1980","12/18/1980","","",""
"9127935E2","Bill","13-Week","06/09/1980","06/12/1980","09/11/1980","","",""
"9127935R3","Bill","26-Week","06/09/1980","06/12/1980","12/11/1980","","",""
"912827KT8","Note","5-Year 2-Month","06/03/1980","06/05/1980","08/15/1985","","Semi-Annual","9.625%"
"9127935D4","Bill","13-Week","06/02/1980","06/05/1980","09/04/1980","","",""
"9127934S2","Bill","26-Week","06/02/1980","06/05/1980","12/04/1980","","",""
"912827KS0","Note","2-Year","06/02/1980","06/04/1980","05/31/1982","","Semi-Annual","9.375%"
"9127934H6","Bill","2-Day","06/02/1980","06/03/1980","06/05/1980","","",""
"9127934J2","Bill","13-Day","05/30/1980","05/30/1980","06/12/1980","","",""
"9127937C4","Bill","19-Day","05/27/1980","05/29/1980","06/17/1980","","",""
"9127935C6","Bill","13-Week","05/23/1980","05/29/1980","08/28/1980","","",""
"9127935Q5","Bill","26-Week","05/23/1980","05/29/1980","11/28/1980","","",""
"9127936B7","Bill","52-Week","05/21/1980","05/27/1980","05/21/1981","","",""
"9127935B8","Bill","13-Week","05/19/1980","05/22/1980","08/21/1980","","",""
"9127935P7","Bill","26-Week","05/19/1980","05/22/1980","11/20/1980","","",""
"9127935A0","Bill","13-Week","05/12/1980","05/15/1980","08/14/1980","","",""
"9127935N2","Bill","26-Week","05/12/1980","05/15/1980","11/13/1980","","",""
"912810CP1","Bond","30-Year","05/08/1980","05/15/1980","05/15/2010","","Semi-Annual","10.000%"
"912827KC5","Note","9-Year 6-Month","05/07/1980","05/15/1980","11/15/1989","","Semi-Annual","10.750%"
"912827KR2","Note","3-Year 3-Month","05/06/1980","05/15/1980","08/15/1983","","Semi-Annual","9.250%"
"9127934Z6","Bill","13-Week","05/05/1980","05/08/1980","08/07/1980","","",""
"9127934R4","Bill","26-Week","05/05/1980","05/08/1980","11/06/1980","","",""
"9127934Y9","Bill","13-Week","04/28/1980","05/01/1980","07/31/1980","","",""
"9127935M4","Bill","26-Week","04/28/1980","05/01/1980","10/30/1980","","",""
"9127936A9","Bill","52-Week","04/23/1980","04/29/1980","04/23/1981","","",""
"912827KQ4","Note","2-Year","04/22/1980","04/30/1980","04/30/1982","","Semi-Annual","11.375%"
"9127934X1","Bill","13-Week","04/21/1980","04/24/1980","07/24/1980","","",""
"9127935L6","Bill","26-Week","04/21/1980","04/24/1980","10/23/1980","","",""
"9127934W3","Bill","13-Week","04/14/1980","04/17/1980","07/17/1980","","",""
"9127935K8","Bill","26-Week","04/14/1980","04/17/1980","10/16/1980","","",""
"9127934V5","Bill","13-Week","04/07/1980","04/10/1980","07/10/1980","","",""
"9127935J1","Bill","26-Week","04/07/1980","04/10/1980","10/09/1980","","",""
"912810CN6","Bond","15-Year 1-Month","04/02/1980","04/08/1980","05/15/1995","","Semi-Annual","12.625%"
"9127934L7","Bill","80-Day","04/01/1980","04/07/1980","06/26/1980","","",""
"9127934U7","Bill","13-Week","03/31/1980","04/03/1980","07/03/1980","","",""
"9127935H5","Bill","26-Week","03/31/1980","04/03/1980","10/02/1980","","",""
"9127934K9","Bill","77-Day","03/27/1980","04/03/1980","06/19/1980","","",""
"9127935Z5","Bill","52-Week","03/26/1980","04/01/1980","03/26/1981","","",""
"912827KP6","Note","4-Year","03/25/1980","03/31/1980","03/31/1984","","Semi-Annual","14.250%"
"9127934L7","Bill","13-Week","03/24/1980","03/27/1980","06/26/1980","","",""
"9127935G7","Bill","26-Week","03/24/1980","03/27/1980","09/25/1980","","",""
"912827KN1","Note","2-Year","03/20/1980","03/31/1980","03/31/1982","","Semi-Annual","15.000%"
"9127934C7","Bill","37-Day","03/20/1980","03/25/1980","05/01/1980","","",""
"9127934K9","Bill","13-Week","03/17/1980","03/20/1980","06/19/1980","","",""
"9127935F9","Bill","26-Week","03/17/1980","03/20/1980","09/18/1980","","",""
"9127934J2","Bill","13-Week","03/10/1980","03/13/1980","06/12/1980","","",""
"9127935E2","Bill","26-Week","03/10/1980","03/13/1980","09/11/1980","","",""
"9127934A1","Bill","43-Day","03/04/1980","03/05/1980","04/17/1980","","",""
"9127934H6","Bill","13-Week","03/03/1980","03/06/1980","06/05/1980","","",""
"9127935D4","Bill","26-Week","03/03/1980","03/06/1980","09/04/1980","","",""
"9127935Y8","Bill","52-Week","02/27/1980","03/04/1980","02/26/1981","","",""
"912827KM3","Note","5-Year 2-Month","02/26/1980","03/03/1980","05/15/1985","","Semi-Annual","14.375%"
"9127934G8","Bill","13-Week","02/25/1980","02/28/1980","05/29/1980","","",""
"9127935C6","Bill","26-Week","02/25/1980","02/28/1980","08/28/1980","","",""
"912827KL5","Note","2-Year","02/20/1980","02/29/1980","02/28/1982","","Semi-Annual","13.875%"
"9127934F0","Bill","13-Week","02/15/1980","02/21/1980","05/22/1980","","",""
"9127935B8","Bill","26-Week","02/15/1980","02/21/1980","08/21/1980","","",""
"9127934E3","Bill","13-Week","02/11/1980","02/14/1980","05/15/1980","","",""
"9127935A0","Bill","26-Week","02/11/1980","02/14/1980","08/14/1980","","",""
"912810CM8","Bond","30-Year","02/07/1980","02/15/1980","02/15/2010","","Semi-Annual","11.750%"
"912827KK7","Note","7-Year 3-Month","02/06/1980","02/15/1980","05/15/1987","","Semi-Annual","12.000%"
"912827KJ0","Note","3-Year 6-Month","02/05/1980","02/15/1980","08/15/1983","","Semi-Annual","11.875%"
"9127934D5","Bill","13-Week","02/04/1980","02/07/1980","05/08/1980","","",""
"9127934Z6","Bill","26-Week","02/04/1980","02/07/1980","08/07/1980","","",""
"9127935X0","Bill","52-Week","01/30/1980","02/05/1980","01/29/1981","","",""
"9127934C7","Bill","13-Week","01/28/1980","01/31/1980","05/01/1980","","",""
"9127934Y9","Bill","26-Week","01/28/1980","01/31/1980","07/31/1980","","",""
"912827KH4","Note","2-Year","01/23/1980","01/31/1980","01/31/1982","","Semi-Annual","11.500%"
"9127934B9","Bill","13-Week","01/21/1980","01/24/1980","04/24/1980","","",""
"9127934X1","Bill","26-Week","01/21/1980","01/24/1980","07/24/1980","","",""
"9127934A1","Bill","13-Week","01/14/1980","01/17/1980","04/17/1980","","",""
"9127934W3","Bill","26-Week","01/14/1980","01/17/1980","07/17/1980","","",""
"9127933Z7","Bill","13-Week","01/07/1980","01/10/1980","04/10/1980","","",""
"9127934V5","Bill","26-Week","01/07/1980","01/10/1980","07/10/1980","","",""
"912810CL0","Bond","15-Year 1-Month","01/03/1980","01/10/1980","02/15/1995","","Semi-Annual","10.500%"
"9127935W2","Bill","52-Week","01/02/1980","01/08/1980","01/02/1981","","",""
"9127933Y0","Bill","13-Week","12/28/1979","01/03/1980","04/03/1980","","",""
"9127934U7","Bill","26-Week","12/28/1979","01/03/1980","07/03/1980","","",""
"912810CK2","Bond","30-Year","11/01/1979","11/15/1979","11/15/2009","","Semi-Annual","10.375%"
"912827KC5","Note","10-Year","10/31/1979","11/15/1979","11/15/1989","","Semi-Annual","10.750%"